loan_amount,income,interest_rate,loan_to_value_ratio,debt_to_income_ratio,property_value,loan_term,applicant_age,derived_race,derived_sex,derived_ethnicity,action_taken,target
155000,94,6.75,45.455,47,335000,360,>74,White,Joint,Not Hispanic or Latino,1,1
55000,176,9.25,79.308,45,285000,480,35-44,White,Joint,Not Hispanic or Latino,1,1
645000,449,5.5,72.9,20%-<30%,885000,180,45-54,White,Joint,Joint,1,1
35000,52,8.32,96.04,44,205000,180,35-44,White,Joint,Not Hispanic or Latino,1,1
55000,58,5.15,27.473,<20%,185000,120,65-74,White,Joint,Not Hispanic or Latino,1,1
255000,265,9,76.042,41,1025000,480,35-44,Joint,Joint,Not Hispanic or Latino,1,1
105000,115,9.05,43.204,30%-<36%,285000,360,65-74,White,Joint,Not Hispanic or Latino,1,1
75000,195,8.25,49.57,<20%,695000,300,35-44,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
75000,70,6.25,66.84,20%-<30%,115000,144,65-74,Joint,Joint,Not Hispanic or Latino,1,1
105000,136,6.99,55.48,49,1325000,180,65-74,White,Joint,Not Hispanic or Latino,1,1
105000,79,9.05,55.556,48,185000,360,45-54,Asian,Male,Ethnicity Not Available,1,1
725000,422,7.375,80,47,1605000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
905000,375,5.875,75,20%-<30%,1205000,360,35-44,Joint,Joint,Not Hispanic or Latino,1,1
725000,190,7.5,,49,1325000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
65000,74,7.7,37.826,43,595000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
465000,182,7.25,96.5,41,475000,360,45-54,White,Joint,Not Hispanic or Latino,1,1
605000,130,6.75,96.5,50%-60%,625000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
115000,52,8.25,96.5,50%-60%,115000,360,25-34,White,Female,Not Hispanic or Latino,1,1
405000,155,5.25,75,30%-<36%,545000,180,35-44,White,Joint,Not Hispanic or Latino,1,1
105000,48,8.5,65.3,48,305000,300,35-44,Race Not Available,Female,Hispanic or Latino,1,1
85000,102,7.24,69.91,50%-60%,575000,360,65-74,Asian,Female,Not Hispanic or Latino,1,1
95000,130,11,62.82,30%-<36%,365000,300,35-44,White,Joint,Not Hispanic or Latino,1,1
325000,147,6.625,69.936,20%-<30%,465000,360,55-64,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
55000,80,9.24,10.484,30%-<36%,845000,360,>74,White,Joint,Not Hispanic or Latino,1,1
1635000,605,5.65,80,20%-<30%,2035000,360,25-34,White,Male,Not Hispanic or Latino,1,1
125000,35,6.125,97,39,135000,360,55-64,Black or African American,Male,Not Hispanic or Latino,1,1
415000,106,6.25,100.079,38,415000,360,45-54,White,Female,Hispanic or Latino,1,1
185000,81,7.063,96.5,48,195000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
395000,330,7.5,97,20%-<30%,405000,360,25-34,White,Female,Not Hispanic or Latino,1,1
325000,85,7.5,50,49,645000,360,45-54,Race Not Available,Male,Not Hispanic or Latino,1,1
55000,,6.25,34,,155000,120,55-64,White,Male,Ethnicity Not Available,1,1
125000,53,5.5,96.5,37,135000,360,25-34,Black or African American,Male,Ethnicity Not Available,1,1
125000,54,5.88,90,30%-<36%,145000,360,45-54,White,Male,Not Hispanic or Latino,1,1
75000,173,Exempt,Exempt,Exempt,Exempt,Exempt,45-54,White,Joint,Not Hispanic or Latino,1,1
65000,41,6.89,26.087,20%-<30%,235000,240,65-74,White,Joint,Not Hispanic or Latino,1,1
215000,,7.25,99.99,<20%,485000,300,8888,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
195000,74,6.49,70.636,42,275000,360,35-44,Black or African American,Female,Not Hispanic or Latino,1,1
55000,150,7.49,38.02,40,1115000,360,55-64,Asian,Male,Hispanic or Latino,1,1
75000,101,10.25,64,30%-<36%,175000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
665000,3263,7.375,70,<20%,955000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
235000,465,10.75,84.965,20%-<30%,715000,480,45-54,Race Not Available,Female,Ethnicity Not Available,1,1
355000,711,6.24,53.59,<20%,1595000,360,45-54,White,Joint,Not Hispanic or Latino,1,1
105000,102,4.99,11.835,36,885000,240,>74,White,Female,Not Hispanic or Latino,1,1
225000,151,7.95,42.913,36,515000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
195000,63,5.5,97,20%-<30%,195000,360,25-34,White,Female,Not Hispanic or Latino,1,1
395000,118,5.875,92.995,43,425000,360,35-44,Joint,Joint,Not Hispanic or Latino,1,1
75000,76,7.24,68.09,49,425000,360,35-44,White,Male,Not Hispanic or Latino,1,1
35000,67,7.49,79.31,49,265000,360,45-54,Black or African American,Female,Not Hispanic or Latino,1,1
125000,139,6.125,36.232,<20%,345000,360,45-54,White,Joint,Not Hispanic or Latino,1,1
355000,,6.625,50.14,,695000,180,8888,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
55000,68,11.66,88.966,50%-60%,205000,180,35-44,Black or African American,Male,Not Hispanic or Latino,1,1
445000,232,7.125,65,<20%,675000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
945000,250,7.125,95,49,995000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
105000,202,9.74,72.902,30%-<36%,535000,360,45-54,White,Joint,Not Hispanic or Latino,1,1
105000,62,6.7,20,20%-<30%,505000,240,65-74,White,Male,Not Hispanic or Latino,1,1
205000,75,6.875,59.701,36,335000,360,25-34,Asian,Female,Not Hispanic or Latino,1,1
55000,65,8.5,6.49,30%-<36%,775000,180,>74,White,Joint,Not Hispanic or Latino,1,1
465000,252,7.75,65,>60%,3505000,360,55-64,Race Not Available,Joint,Ethnicity Not Available,1,1
355000,66,9,54.84,<20%,635000,300,65-74,Race Not Available,Female,Ethnicity Not Available,1,1
105000,140,6.49,84.94,41,225000,300,55-64,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
195000,78,7.74,61.29,36,315000,300,65-74,White,Male,Not Hispanic or Latino,1,1
95000,197,8.99,79.656,20%-<30%,775000,360,35-44,White,Joint,Ethnicity Not Available,1,1
105000,244,Exempt,Exempt,Exempt,Exempt,Exempt,55-64,White,Joint,Not Hispanic or Latino,1,1
145000,37,7.25,53.583,41,265000,360,65-74,White,Female,Not Hispanic or Latino,1,1
245000,401,7,55.792,38,1035000,240,55-64,White,Male,Hispanic or Latino,1,1
185000,48,4.5,94.5,30%-<36%,205000,360,25-34,Black or African American,Female,Hispanic or Latino,1,1
115000,87,8.65,32.86,>60%,335000,240,35-44,Black or African American,Male,Hispanic or Latino,1,1
85000,71,Exempt,Exempt,Exempt,Exempt,Exempt,35-44,White,Joint,Not Hispanic or Latino,1,1
345000,102,5.5,100,30%-<36%,335000,360,45-54,White,Male,Not Hispanic or Latino,1,1
575000,209,6.625,70,42,825000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
175000,41,7.125,75,44,235000,360,55-64,White,Male,Not Hispanic or Latino,1,1
335000,76,5.875,95,44,355000,360,35-44,Black or African American,Male,Not Hispanic or Latino,1,1
305000,171,7,60,46,515000,360,45-54,White,Joint,Joint,1,1
125000,,6.25,61.692,,195000,360,35-44,White,Female,Not Hispanic or Latino,1,1
155000,85,8.99,49.134,38,615000,300,65-74,White,Joint,Not Hispanic or Latino,1,1
275000,168,7.89,69.374,20%-<30%,595000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
775000,221,7.625,17.614,47,4405000,360,45-54,Asian,Female,Not Hispanic or Latino,1,1
85000,120,6.49,82.95,30%-<36%,405000,300,25-34,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
635000,699,7.625,80,<20%,795000,360,65-74,White,Joint,Not Hispanic or Latino,1,1
515000,201,7.49,65,20%-<30%,795000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
55000,25,7.25,28.21,39,195000,240,65-74,White,Male,Not Hispanic or Latino,1,1
285000,76,7.625,102.424,42,295000,360,<25,White,Joint,Not Hispanic or Latino,1,1
65000,34,7.5,46.87,20%-<30%,125000,180,25-34,White,Male,Not Hispanic or Latino,1,1
385000,110,5.25,80,44,475000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
585000,163,5.25,56.62,46,1035000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
255000,80,6.125,71.831,44,355000,360,25-34,Race Not Available,Male,Ethnicity Not Available,1,1
25000,52,10.25,11.806,30%-<36%,165000,300,55-64,Black or African American,Female,Not Hispanic or Latino,1,1
75000,124,8.45,60.144,49,605000,360,55-64,White,Female,Hispanic or Latino,1,1
465000,268,6.875,90,20%-<30%,525000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
25000,85,11.99,84.212,50%-60%,285000,360,35-44,Joint,Joint,Not Hispanic or Latino,1,1
105000,46,4.85,61.614,20%-<30%,165000,120,>74,White,Female,Not Hispanic or Latino,1,1
375000,282,Exempt,Exempt,Exempt,Exempt,Exempt,55-64,White,Joint,Not Hispanic or Latino,1,1
95000,127,9.6,79.705,50%-60%,575000,360,35-44,White,Joint,Joint,1,1
415000,604,7.75,45.055,<20%,915000,360,45-54,Joint,Joint,Not Hispanic or Latino,1,1
105000,105,7.75,72.849,50%-60%,515000,180,25-34,Black or African American,Joint,Not Hispanic or Latino,1,1
35000,74,8.5,55.698,38,295000,180,55-64,Asian,Female,Not Hispanic or Latino,1,1
415000,106,6.75,96.5,46,425000,360,45-54,Black or African American,Male,Not Hispanic or Latino,1,1
75000,101,7.65,66.207,50%-60%,535000,240,65-74,Race Not Available,Female,Ethnicity Not Available,1,1
305000,108,4.625,37.088,30%-<36%,805000,360,65-74,White,Female,Not Hispanic or Latino,1,1
275000,100,7.375,80,39,345000,360,25-34,White,Male,Not Hispanic or Latino,1,1
105000,57,6.375,28.649,44,375000,360,65-74,White,Female,Ethnicity Not Available,1,1
255000,159,7,76.92,20%-<30%,325000,180,55-64,White,Joint,Not Hispanic or Latino,1,1
405000,0,5.5,102.767,,385000,360,>74,Race Not Available,Male,Ethnicity Not Available,1,1
505000,294,5.25,69.493,20%-<30%,715000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
155000,293,11.66,88.41,30%-<36%,855000,180,45-54,White,Joint,Not Hispanic or Latino,1,1
105000,87,9.25,76.026,47,355000,480,45-54,White,Male,Not Hispanic or Latino,1,1
245000,173,9.5,95,46,705000,480,35-44,White,Joint,Not Hispanic or Latino,1,1
245000,75,6.625,97.077,47,265000,360,35-44,American Indian or Alaska Native,Male,Not Hispanic or Latino,1,1
205000,90,8.625,80,39,255000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
195000,157,7.5,57.182,49,775000,240,25-34,Joint,Joint,Not Hispanic or Latino,1,1
175000,45,6.125,96.5,45,185000,360,25-34,White,Male,Not Hispanic or Latino,1,1
105000,82,6.375,35.727,20%-<30%,275000,120,55-64,White,Joint,Not Hispanic or Latino,1,1
425000,198,6.5,100,49,425000,360,45-54,White,Joint,Not Hispanic or Latino,1,1
495000,885,6.85,69.968,20%-<30%,2555000,360,35-44,Race Not Available,Joint,Ethnicity Not Available,1,1
145000,64,5.5,93.57,47,155000,360,45-54,White,Joint,Not Hispanic or Latino,1,1
435000,139,6.25,96.5,50%-60%,445000,360,45-54,Black or African American,Male,Ethnicity Not Available,1,1
215000,80,6.75,101,38,225000,360,25-34,White,Female,Not Hispanic or Latino,1,1
455000,119,6.75,47.37,43,955000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
315000,355,7.25,69.985,20%-<30%,445000,360,35-44,Asian,Male,Not Hispanic or Latino,1,1
175000,158,7.5,85,41,205000,360,35-44,White,Male,Not Hispanic or Latino,1,1
275000,153,Exempt,Exempt,Exempt,Exempt,Exempt,25-34,White,Joint,Not Hispanic or Latino,1,1
205000,172,7.75,62.764,30%-<36%,625000,240,45-54,Race Not Available,Joint,Hispanic or Latino,1,1
205000,49,6.125,95,47,215000,360,25-34,White,Female,Not Hispanic or Latino,1,1
225000,62,7.075,85,30%-<36%,265000,360,<25,White,Female,Not Hispanic or Latino,1,1
35000,78,9.75,45.01,30%-<36%,245000,300,35-44,White,Male,Not Hispanic or Latino,1,1
105000,215,8.74,49.672,30%-<36%,855000,360,45-54,White,Male,Not Hispanic or Latino,1,1
255000,75,6.375,99.45,45,265000,360,45-54,White,Male,Ethnicity Not Available,1,1
505000,914,8,79.781,44,4575000,300,35-44,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
115000,237,7.5,62.594,20%-<30%,545000,120,55-64,White,Male,Not Hispanic or Latino,1,1
85000,98,8.15,72.102,50%-60%,455000,240,65-74,Black or African American,Male,Not Hispanic or Latino,1,1
105000,145,4.99,62.979,43,575000,252,65-74,White,Male,Not Hispanic or Latino,1,1
425000,400,6.375,90,20%-<30%,465000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
235000,102,7.625,95,37,255000,360,65-74,White,Joint,Not Hispanic or Latino,1,1
185000,124,8.25,89.917,43,345000,240,35-44,Black or African American,Female,Ethnicity Not Available,1,1
55000,124,8.5,31.099,20%-<30%,645000,240,35-44,White,Joint,Not Hispanic or Latino,1,1
115000,95,7.5,68.709,20%-<30%,395000,120,65-74,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
405000,118,6.375,81.633,30%-<36%,495000,360,55-64,Race Not Available,Joint,Ethnicity Not Available,1,1
105000,185,8.5,59.04,30%-<36%,595000,480,45-54,White,Male,Not Hispanic or Latino,1,1
505000,177,5.175,40,30%-<36%,1255000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
125000,96,6.99,59.564,47,545000,240,65-74,White,Female,Not Hispanic or Latino,1,1
245000,122,6.875,95,40,265000,360,25-34,White,Male,Not Hispanic or Latino,1,1
75000,280,7.5,56.388,40,975000,120,45-54,White,Joint,Not Hispanic or Latino,1,1
125000,,7.6275,,,,360,8888,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
365000,161,6.125,92.539,40,385000,360,35-44,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
35000,95,10.06,51.977,20%-<30%,165000,240,55-64,Black or African American,Male,Not Hispanic or Latino,1,1
65000,302,7.49,79.47,<20%,735000,180,35-44,White,Joint,Not Hispanic or Latino,1,1
245000,108,6.75,96.5,45,255000,360,35-44,White,Male,Hispanic or Latino,1,1
355000,98,5,89.873,30%-<36%,395000,360,25-34,White,Male,Not Hispanic or Latino,1,1
105000,163,6.625,80,36,135000,360,45-54,White,Joint,Not Hispanic or Latino,1,1
125000,181,10.25,79.864,44,1305000,300,25-34,White,Male,Not Hispanic or Latino,1,1
75000,77,1.99,30.97,<20%,225000,360,55-64,White,Female,Hispanic or Latino,1,1
255000,855,7.125,85,30%-<36%,295000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
505000,162,7.5,65.053,45,785000,360,45-54,White,Joint,Not Hispanic or Latino,1,1
75000,59,7,26.333,37,305000,360,65-74,White,Joint,Not Hispanic or Latino,1,1
45000,52,7.2,71.17,20%-<30%,125000,180,>74,White,Female,Ethnicity Not Available,1,1
1825000,475,8.75,80,46,2285000,360,35-44,Joint,Male,Not Hispanic or Latino,1,1
475000,132,6.75,95,43,495000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
455000,263,Exempt,Exempt,Exempt,Exempt,Exempt,35-44,White,Joint,Not Hispanic or Latino,1,1
155000,105,10.25,72.221,46,675000,120,35-44,White,Female,Not Hispanic or Latino,1,1
155000,141,7.25,35.986,<20%,415000,360,25-34,Asian,Female,Not Hispanic or Latino,1,1
325000,143,6.7,75,20%-<30%,435000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
115000,210,5.99,75,30%-<36%,165000,360,45-54,White,Male,Not Hispanic or Latino,1,1
95000,100,10.75,70.45,44,755000,360,55-64,White,Male,Not Hispanic or Latino,1,1
375000,90,7.25,90,50%-60%,415000,360,25-34,White,Male,Not Hispanic or Latino,1,1
145000,233,8,79.919,30%-<36%,715000,300,45-54,White,Joint,Not Hispanic or Latino,1,1
275000,93,6.375,94.14,42,295000,360,35-44,American Indian or Alaska Native,Male,Ethnicity Not Available,1,1
145000,79,6,89,42,165000,360,45-54,White,Male,Not Hispanic or Latino,1,1
295000,84,6.89,100.428,45,305000,360,<25,White,Male,Hispanic or Latino,1,1
255000,83,5.125,71.429,30%-<36%,355000,360,25-34,White,Joint,Hispanic or Latino,1,1
155000,186,5.75,74.257,<20%,205000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
235000,105,7.95,80,46,285000,360,55-64,White,Female,Not Hispanic or Latino,1,1
5000,49,0,100.428,<20%,75000,120,45-54,White,Male,Not Hispanic or Latino,1,1
275000,106,7.375,101.41,37,285000,360,45-54,White,Female,Not Hispanic or Latino,1,1
275000,440,8.95,80,40,1555000,360,35-44,White,Joint,Joint,1,1
265000,191,6.75,96.5,30%-<36%,265000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
135000,446,7.5,75,43,185000,180,45-54,Race Not Available,Male,Ethnicity Not Available,1,1
105000,175,Exempt,Exempt,Exempt,Exempt,Exempt,25-34,White,Joint,Not Hispanic or Latino,1,1
135000,103,8.6,85,41,155000,180,35-44,White,Joint,Not Hispanic or Latino,1,1
115000,452,7.5,74.5,<20%,155000,360,55-64,White,Male,Not Hispanic or Latino,1,1
295000,114,6.75,80,30%-<36%,365000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
275000,84,Exempt,Exempt,Exempt,Exempt,Exempt,35-44,White,Female,Not Hispanic or Latino,1,1
505000,140,3.375,87.282,45,565000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
85000,,7.865,0.7,,115000,360,8888,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
55000,104,8.25,48.12,44,545000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
55000,129,8.75,61.577,41,465000,480,45-54,White,Joint,Hispanic or Latino,1,1
505000,151,6.99,70.922,42,705000,360,65-74,White,Joint,Not Hispanic or Latino,1,1
135000,105,5.5,97,20%-<30%,135000,180,25-34,White,Joint,Not Hispanic or Latino,1,1
315000,107,7,52,30%-<36%,605000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
5000,83,2,,,105000,60,65-74,Black or African American,Female,Not Hispanic or Latino,1,1
105000,182,Exempt,Exempt,Exempt,Exempt,Exempt,55-64,White,Female,Not Hispanic or Latino,1,1
135000,268,7.125,75,<20%,175000,360,65-74,White,Joint,Not Hispanic or Latino,1,1
235000,83,7.25,54.023,38,435000,360,65-74,White,Joint,Not Hispanic or Latino,1,1
255000,218,5.95,27.027,37,925000,360,35-44,White,Joint,Ethnicity Not Available,1,1
505000,319,8.675,21.53,46,4055000,360,55-64,White,Joint,Joint,1,1
445000,131,5.75,83.521,37,535000,360,55-64,White,Joint,Not Hispanic or Latino,1,1
180000000,,5.97,67,,5615000,84,8888,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
705000,603,8,58.333,<20%,1205000,300,>74,White,Joint,Not Hispanic or Latino,1,1
225000,73,6.125,75,45,305000,360,45-54,White,Male,Not Hispanic or Latino,1,1
115000,28,7.125,61.972,49,175000,360,35-44,White,Male,Not Hispanic or Latino,1,1
345000,87,7.125,96.5,50%-60%,355000,360,25-34,White,Female,Hispanic or Latino,1,1
115000,74,6.25,59.759,36,185000,360,25-34,White,Female,Not Hispanic or Latino,1,1
255000,108,7.5,80,20%-<30%,325000,360,35-44,White,Male,Not Hispanic or Latino,1,1
255000,80,6.625,90,49,285000,360,25-34,White,Male,Not Hispanic or Latino,1,1
235000,79,Exempt,Exempt,Exempt,Exempt,Exempt,25-34,White,Male,Not Hispanic or Latino,1,1
105000,158,10.15,94.981,46,535000,240,35-44,Race Not Available,Female,Not Hispanic or Latino,1,1
665000,203,6.75,80,48,825000,360,35-44,Joint,Joint,Not Hispanic or Latino,1,1
45000,136,6,71.035,20%-<30%,235000,60,45-54,White,Joint,Not Hispanic or Latino,1,1
675000,429,5.375,69.23,<20%,975000,360,35-44,Asian,Joint,Not Hispanic or Latino,1,1
575000,230,7,80,36,725000,360,35-44,White,Joint,Not Hispanic or Latino,1,1
145000,,7.25,37.36,,385000,60,8888,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
115000,45,8.625,79.31,30%-<36%,145000,360,35-44,White,Female,Not Hispanic or Latino,1,1
105000,,9.5,80,,135000,360,45-54,Race Not Available,Male,Ethnicity Not Available,1,1
55000,134,5,42.491,20%-<30%,355000,180,55-64,White,Male,Not Hispanic or Latino,1,1
105000,52,3.99,23.697,42,425000,300,65-74,White,Joint,Not Hispanic or Latino,1,1
85000,41,9.15,44.65,49,185000,360,65-74,Joint,Joint,Not Hispanic or Latino,1,1
395000,82,7,80,49,495000,360,45-54,Race Not Available,Joint,Hispanic or Latino,1,1
395000,132,7.375,95,30%-<36%,415000,360,45-54,White,Female,Not Hispanic or Latino,1,1
285000,132,6.25,96.5,44,295000,360,25-34,White,Male,Not Hispanic or Latino,1,1
255000,51,5.75,81.778,49,315000,360,65-74,Race Not Available,Sex Not Available,Ethnicity Not Available,1,1
495000,247,6.825,95,37,525000,360,25-34,White,Joint,Not Hispanic or Latino,1,1
375000,88,6.375,106.527,50%-60%,385000,360,35-44,White,Joint,Hispanic or Latino,1,1
365000,78,7.5,95,46,385000,360,25-34,Race Not Available,Male,Hispanic or Latino,1,1
575000,165,6.875,80,42,725000,360,25-34,Asian,Male,Not Hispanic or Latino,1,1
315000,125,7.25,49.606,30%-<36%,635000,360,45-54,White,Female,Not Hispanic or Latino,1,1
75000,55,8.34,70.06,44,305000,300,35-44,Black or African American,Joint,Not Hispanic or Latino,1,1
265000,145,Exempt,Exempt,Exempt,Exempt,Exempt,35-44,White,Male,Not Hispanic or Latino,1,1
135000,49,7.25,101.75,44,135000,360,35-44,Black or African American,Male,Not Hispanic or Latino,1,1
25000,191,7.5,44.322,30%-<36%,475000,120,45-54,White,Joint,Not Hispanic or Latino,1,1
275000,120,7.25,95,30%-<36%,285000,360,35-44,White,Female,Not Hispanic or Latino,1,1
225000,76,6.75,104.5,42,225000,360,35-44,American Indian or Alaska Native,Male,Not Hispanic or Latino,1,1
